review_id,restaurant_id,restaurant,text,date,language,sentiment_score
17274324,47018626,Bistro L'Olivier,Retour au Bistrot l'Olivier. Carte variée. A noter les plats à partager à l'apéro qui sont une bonne alternative aux entrées. Plats gouteux. Service efficace. Ambiance cosy. Nous reviendrons.,"Dined on September 15, 2024",fr,0.6249
52679449,47018626,Bistro L'Olivier,"Tout était parfait! Nous avons apprécié lambiance, laccueil, le service et surtout la qualité des plats! Rapport qualité prix au top!! On reviendra!!! Bravo","Dined on September 8, 2024",fr,0.8852
37027985,47018626,Bistro L'Olivier,Cadre chaleureux d'inspiration rustique. Cuisine soignée proposant un choix varié. Carte des vins bien adaptée. Personnel attentionné.,"Dined on August 23, 2024",fr,0.2263
80756170,47018626,Bistro L'Olivier,"Very nice restaurant, very close to Montmartre, Sacrée Coeur. Possibility to eat inside where it is well decorated or on a nice little terrasse. The food is very good with large choice. Waitresses are very friendly and welcoming. I recommend.","Dined on August 14, 2024",en,0.9604
90428051,47018626,Bistro L'Olivier,"The place was welcoming, the staff was super-nice, the menu was varied and interesting, the prices were reasonable, the birthday celebration was lavish.","Dined on August 5, 2024",en,0.6808
38586836,83219147,PEPEGUSTO,Authentic neapolitan pizza with fresh ingredients!,"Dined on October 31, 2024",en,0.3802
53147449,83219147,PEPEGUSTO,Excellent rapport qualitéprix ! Restaurant italien simple avec de bons produits !,"Dined on September 21, 2024",fr,0.8619
20365004,56096414,SOGNO PARIS,"A lovely little restaurant that was enjoyable, however their menu is very limited and you cant make any changes or substitutions. The food was very good and the service was lovely except for a little communication difficulty as the servers spoke limited English, but they were kind and tried their best.","Dined on November 9, 2024",en,0.9488
27556468,56096414,SOGNO PARIS,We had several dishes and all of them were fantastic. We were happy to find such a great place for our first dinner in paris,"Dined on October 7, 2024",en,0.9081
11480562,56096414,SOGNO PARIS,"We had no wait time, food was fantastic and very reasonable price for Paris. I wouldvery much recommend this restaurant.","Dined on October 3, 2024",en,0.5994
92704086,56096414,SOGNO PARIS,"Celebrated an anniversary with a trip to Paris and dinner at Sogno. Wonderful restaurant! Everyone was so nice. Highly recommend the Cacio e Pepe might be better than what we experienced in Rome. The focaccia was the best we've ever had. Great experience and as you leave, you see the Eiffel Tower glittering just a short walk away.","Dined on September 20, 2024",en,0.9785
52435723,56096414,SOGNO PARIS,"Solo diner on business trip from US.Nice small venue, very attentive friendly service.I enjoyed my reservation well enough, I went back the next night. -Both nights had a yummy red wine, stuffed zucchini flower tempura and pasta. Night 1 was the linguine alle vongole, night 2 the penne alla boscaiola enjoyed the penne much more.My only wish was menu included some semblance of a salad.If Im back in the Passy area, will definitely go again!","Dined on September 10, 2024",en,0.973
28839852,56096414,SOGNO PARIS,Amazing experience. Highly recommend and will be back,"Dined on September 5, 2024",en,0.7645
83977134,56096414,SOGNO PARIS,We were visiting Paris from US and chose here for our lunch.  Service was impeccable.  Food was amazing.  It was a perfect setting.  Definitely recommend to any looking for a local restaurant in Paris that will not disappoint.,"Dined on August 5, 2024",en,0.932
11579946,56096414,SOGNO PARIS,"Great restaurant, great service, great food. Perfect.","Dined on August 2, 2024",en,0.9517
41757948,56096414,SOGNO PARIS,"Food was great professional Wait Staff, and owner made himself known and thanked us.. Ill go back when I am back in Paris","Dined on August 2, 2024",en,0.6369
14574431,56096414,SOGNO PARIS,"Just 2 employees for 9 tables, 28 peopleRun out of beerRun out of some dishesTook foreverTerrible place","Dined on August 1, 2024",en,-0.4767
57663721,41381896,L’Attilio Paris,Restaurant de très grande qualité. nourriture sensationnelle.,"Dined on September 11, 2024",fr,0.0
80035117,41381896,L’Attilio Paris,"This was the best meal Ive ever had. The food was amazing and the servers super attentive.  It was such a wonderful evening, one we will remember forever.","Dined on July 30, 2024",en,0.9485
28815123,27186580,Valentina,Excellent service and amazing food.  Will definitely go back.,"Dined on November 18, 2024",en,0.8807
63616679,27186580,Valentina,Une décoration soignée et des assiettes pleines de finesse. J'ai enfin trouvé une adresse où manger des VRAIES carbonara   Le service est attentif et et l'addition toute douce Grazie per tutti !,"Dined on August 16, 2024",fr,0.2244
27890713,9247881,Maddy,"Très bonne adresse, nous avons passé un agréable moment et nous sommes régalés !","Dined on November 30, 2024",fr,0.8653
84752748,9247881,Maddy,Would recommend. Food was excellent. Space is small as we say inside due to weather.,"Dined on October 13, 2024",en,0.7351
43387519,9247881,Maddy,"Great atmosphere, staff, and amazing food! I will definitely come back on my next time in Paris.","Dined on August 30, 2024",en,0.8977
4248873,9247881,Maddy,"Food was amazing, great location, and adorable decor. Toilet was not in good condition not clean for a restaurant, only for patrons and our server didnt stop back to ask if we wanted additional drinks during our meal. Overall would recommend for the food!","Dined on August 28, 2024",en,0.9025
29443209,66718356,Limone,Très bon. Excellent rapport qualité prix . Très joli décor.,Dined 6 days ago,fr,0.6682
53560791,51623792,da Alfredo,The food was good and the servers were very attentive.  The meal I ordered and a substitute was given without notice. Very likely a miscommunication between the two waiters.  The baby artichokes were a gift to enjoy and the black squid ink was subbed with Shrimp.just not the same.   Had I known I would have ordered something else.  The setting was all I thought dinning in Paris was going to be.  I would go back.,"Dined on November 25, 2024",en,0.8402
28611346,51623792,da Alfredo,Great little findfamily run. Fresh pasta was excellent.,"Dined on November 4, 2024",en,0.8701
58540932,51623792,da Alfredo,The food was excellent and the service was outstanding.  A great little Italian restaurant that treated you like family.  The owner visited our table and was very gracious and personable.  Will definitely go back on the next trip!,"Dined on June 24, 2024",en,0.969
97572728,51623792,da Alfredo,"We had dinner here based on other reviews and really enjoyed it. The service was outstanding servers were all so attentive and friendly, the food was delicious pasta lives up to the hype, and the owner did table touches. I had the pesto pasta and want to go back for more!  Highly recommend!","Dined on June 18, 2024",en,0.9623
85058336,51623792,da Alfredo,Da Alfredo was amazing! We happened to find it while in Paris. It is a cute little place with old Italian feeling and the service was impeccable.  The owner was very engaged with every table and the food and staff were perfect.  I would highly recommend a visit.,"Dined on June 10, 2024",en,0.9522
53229652,51623792,da Alfredo,"We had a lovely dinner with a party of 9. The staff at da Alfredo were warm and inviting, and the food was incredible. Many thanks!","Dined on June 5, 2024",en,0.9212
63380102,51623792,da Alfredo,A hidden gem with amazing Italian food.  Pasta was fresh and cooked perfectly.  Would definitely go again.,"Dined on June 3, 2024",en,0.9186
4983651,51623792,da Alfredo,Alfred and his staff are outstanding and the food is delicious.,"Dined on April 24, 2024",en,0.8271
44715756,51623792,da Alfredo,Outstanding from start to finish!  The staff treated us like family while maintaining the highest level of professionalism.,"Dined on April 18, 2024",en,0.7777
33700506,51623792,da Alfredo,This place was fantastic. Food was absolutely delicious and the staff were very friendly and welcoming. Highly recommend this place!!,"Dined on April 16, 2024",en,0.956
86762074,4910516,Trattoria Kani,Arancini was cold in the middle and the service was patchy,"Dined on November 24, 2024",en,0.0
34597051,4910516,Trattoria Kani,"Food was good, but doesn't look nearly as good as the pictures would have you believe","Dined on July 26, 2024",en,0.7003
94181358,4910516,Trattoria Kani,Great food and the staff were really good fun! We were there as a group and were very accomodating!,"Dined on May 10, 2024",en,0.9092
38829510,4910516,Trattoria Kani,Atención lenta. Comida buena para tres y mala para uno no lo recomiendo.,"Dined on April 11, 2024",es,-0.6818
629269,4910516,Trattoria Kani,"Very poor food, bad and tacky upstairs tables in a dirty, cold room. Dont go","Dined on December 31, 2023",en,-0.8766
34316217,4910516,Trattoria Kani,"Outstanding in every aspect food was excellent, staff was kind and attendant and price was very good","Dined on December 31, 2023",en,0.9359
686066,4910516,Trattoria Kani,From the time we entered the building we were made very welcome and were looked after excellently. The food was to a high standard and was very enjoyable. Drinks were reasonably priced as were the meals themselves. Staff looked after our every need especially as it was a very busy evening being New Year's Eve. We would certainly recommend this for anyone to pay a visit too as we had a lovely time without being rushed to end our meal.,"Dined on December 31, 2023",en,0.9577
94261628,4910516,Trattoria Kani,Ricardo I think that was his name was fantastic. Staff was very friendly and the price was great. Definitely going back.,"Dined on September 15, 2023",en,0.9312
54893531,4910516,Trattoria Kani,Excellent moment passé chez Kani!Nous reviendrons!,"Dined on May 16, 2023",fr,0.6467
47149441,4910516,Trattoria Kani,The waiters dont understand english. Looked very weird while doing our order. Example ordered the chocolate lava cake thats on the menu and he told me the price is for 2? I did not know what he meant. Later i only received 2 balls of chocolate ice cream. It was a very weird experience.,"Dined on April 9, 2023",en,-0.4563
58573118,79955043,Liberto,"Not the best hard rock Ive been too. Found the stag quite rood, food was ok, atmosphere not great.","Dined on October 28, 2024",en,-0.7481
38529285,79955043,Liberto,"Énorme manque dorganisation, leur carte nest même pas correcte, on est pas compris. On demande une glace de leur carte et ils lachètent à côté pour nous la servir en donnant la mauvaise glace en plus on est obligé de relancer plusieurs fois parce quon est oublié malgré le fait que la salle soit vide pour être servi. Je déconseille.","Dined on August 13, 2024",fr,-0.8753
25981870,84881238,Lombardi,When we arrived we got told they had no booking for us.,"Dined on November 30, 2024",en,-0.296
14749325,84881238,Lombardi,"We took a chance on this place because while the Open Table reviews were poor, Google looked better.mistake.We ordered the mixed charcuterie that should have had an assortment of cheeses and meats, as well as the rigatoni chicken and mushroom.The charcuterie only had one type of cheese - parmesan. The chicken in the pasta was dry. The service was okay. The water glasses were not clean and the bathroom soap didnt work.To top it off, a mouse ran across my foot. Would not recommend!","Dined on August 24, 2024",en,-0.5191
83247547,84881238,Lombardi,"Je conseille vivement ce resto, les plats sont à couper le souffle, le gérant, trop sympa. Franchement rien à redire.","Dined on August 21, 2024",fr,0.7847
86189555,84881238,Lombardi,"Absolutely atrocious experience. Do not dine here, and they did not honor the open table reservation","Dined on July 30, 2024",en,-0.3875
3377214,91083893,Mamamia,"Service was terrible, staff were rude and uphelpful. Food was awful, they change the menu often so the menu we saw online prior to booking was not the same menus they had on the day.","Dined on December 8, 2024",en,-0.8442
